school,raw_F_count,raw_M_count,raw_?_count,cc_F_count,cc_M_count,ratio_F,cc_average_degree_F,cc_average_degree_M,cc_max_deg_F,cc_max_deg_M,cc_homophily_F,cc_homophily_M,b0_glm_F,b0_dispmod_glm_F,b0_glm_M,b0_dispmod_glm_M,cc_monophily_F,cc_monophily_M,chi_square_p_value_F,chi_square_p_value_M,cc_monophily_F_beta_binom,cc_monophily_M_beta_binom
comm67,266,258,6,234,199,0.5404157043879908,4.3632478632478628,3.9246231155778895,18,17,0.67776689520078359,0.57874519846350836,0.67776689520078304,0.68346366172382778,0.57874519846350825,0.58816083195233793,0.03815900775270845,0.09025037785889903,0.11890535668903623,0.015222212771605959,0.028891727146694114,0.07423895761736088
comm68,761,686,14,735,629,0.53885630498533721,5.555102040816327,5.4992050874403819,20,17,0.60935586578496204,0.5388840705406186,0.60935586578496204,0.61307665576784642,0.53888407054015508,0.54357963626406292,0.017704873208140445,0.03854489649427361,0.07605527422327163,0.003367779213095945,0.015338098847022478,0.027725000943756937
comm69,479,417,8,475,409,0.53733031674208143,8.3557894736842098,8.0366748166259168,23,25,0.58956916099773249,0.50441131731061761,0.58956916099773238,0.59176741405851196,0.50441131731061761,0.51200557517810119,0.006982239213526438,0.038981707418068876,0.2302658934548688,0.0006289974957777167,0.0017146257986589701,0.024320324739674052
comm7,234,221,2,227,208,0.52183908045977012,7.5903083700440526,7.7740384615384617,19,23,0.59082994776552522,0.56400742115027835,0.59082994776552511,0.59082994776552511,0.56400742115027835,0.57751474484315346,0.0,0.084982883247684,0.4885312699780121,1.446150346695596e-05,8.969110903591621e-09,0.05979346493388537
comm70,40,36,0,40,36,0.52631578947368418,8.8000000000000007,9.3333333333333339,20,15,0.50568181818181812,0.4821428571428571,0.50568181818181723,0.50917529613669854,0.48214285714286764,0.48214285714286764,0.018874823910195498,0.0,0.24293122417745572,0.9787419203673238,0.01610099325507681,1.2935798622917922e-09
comm71,40,34,0,40,34,0.54054054054054057,9.5,9.882352941176471,15,19,0.59999999999999998,0.54761904761904767,0.59999999999999987,0.60692376904372314,0.54761904761904767,0.55542451517942304,0.04503522455540509,0.04377880586885401,0.07144797569331396,0.11540783146216682,0.036013519284534695,0.01016640232240027
comm72,148,210,0,147,205,0.41761363636363635,8.2585034013605441,7.7170731707317071,21,23,0.50247116968698513,0.61820480404551204,0.50247116968696204,0.50806226447245795,0.61820480404551192,0.61967748377951448,0.026475919874171947,0.005435604343181373,0.06666856219240191,0.3641471908645997,0.019094070519931755,5.831313048270668e-08
comm73,855,786,9,848,773,0.52313386798272676,8.4858490566037741,8.1526520051746445,24,28,0.58393551973318503,0.52491272611869244,0.58393551973318492,0.59071119358533997,0.52491272611403006,0.53497443300398329,0.023148697201730833,0.04402759111560611,0.000464698125500429,3.31056265290286e-07,0.023185151894195566,0.027913224465140232
comm74,343,384,3,322,329,0.4946236559139785,4.9813664596273295,5.2279635258358663,16,24,0.59725685785536153,0.62441860465116283,0.59725685785536153,0.60489196780618382,0.62441860465116272,0.62997030202335735,0.038628580343314914,0.02319822902211377,0.03274606927363888,0.13177551290932532,0.04184438343368231,0.016291829352612232
comm75,515,488,8,507,480,0.51367781155015202,8.6252465483234708,8.9520833333333325,30,27,0.55385319002972788,0.54596229927856654,0.55385318999569899,0.55754206777408377,0.54596229926242912,0.55075253132434288,0.011047703505140416,0.023988286364457573,0.09417587182722553,0.004234131279059139,0.011281169986446777,0.017841295048514713
comm76,24,19,1,24,18,0.5714285714285714,8.0416666666666661,8.3888888888888893,14,14,0.55958549222797926,0.43708609271523174,0.55958549222797938,0.55958549222797938,0.4370860927297458,0.4370860927297458,0.0,0.0,0.539014522564808,0.5869789280062114,1.9675839167165124e-09,1.1024271360256053e-08
comm77,12,13,0,12,13,0.47999999999999998,8.75,8.2307692307692299,14,13,0.51428571428571423,0.52336448598130847,0.51428571428495928,0.51572277937412236,0.52336448598130692,0.52526130449597619,0.004170538375355716,0.01694816795375608,0.42028457219998083,0.37088017413762164,1.4078120822934133e-08,1.1411491968866689e-09
comm78,215,218,3,212,215,0.49648711943793911,6.4575471698113205,5.9116279069767446,16,18,0.6574141709276845,0.63099921321793861,0.65741417092768306,0.67029266563458612,0.63099921321793662,0.66171979128442393,0.06409191325278647,0.11247128491804292,0.0017664848391756305,9.109783526417559e-07,0.05793579960550934,0.1299894363616074
comm79,627,602,6,605,580,0.51054852320675104,6.9371900826446282,6.9948275862068963,22,23,0.56659518703836076,0.55163914222331767,0.56659518703836054,0.57606397706806767,0.55163914219144117,0.55871360969081463,0.03449842110665585,0.03229792352903519,0.0007009716017923884,0.001249985865830583,0.030500952204590974,0.029624184765795394
comm8,96,103,6,96,103,0.48241206030150752,7.885416666666667,7.8737864077669899,18,22,0.53104359313077942,0.56226880394574597,0.53104359311552995,0.53289716701996903,0.56226880394574608,0.56641638232023661,0.00837984670248068,0.028034307541010228,0.34959160512240794,0.1167805549109403,9.433063338347145e-09,0.013510172056904855
comm80,278,342,4,272,318,0.46101694915254238,5.9264705882352944,5.7232704402515724,26,17,0.5856079404466501,0.63296703296703294,0.58560794044665021,0.60630824039053222,0.63296703296703272,0.64405040607881237,0.07059509251249428,0.04383478426978239,0.00032327615161464873,0.012814975383014904,0.06802197849287608,0.040671542347720704
comm81,691,683,9,655,627,0.51092043681747268,6.0061068702290079,5.6714513556618824,19,29,0.58159633960345702,0.53712035995500562,0.58159633960345658,0.58159633960345658,0.53712035995197949,0.54833191277565518,0.0,0.0662139423440643,0.8255259389927551,1.3719211679141807e-05,2.62562668704725e-08,0.03862795312499834
comm82,449,495,2,439,479,0.47821350762527232,9.1936218678815482,8.3131524008350723,27,25,0.53964321110009916,0.5334003013561025,0.53964321109716207,0.53964321109716207,0.53340030135000183,0.54091143671505248,0.0,0.026572742654652735,0.63773428767785,0.0031778435673451844,3.4196164224737835e-08,0.02240388340004283
comm83,661,668,9,625,627,0.49920127795527158,5.7152000000000003,5.6491228070175437,16,21,0.58062709966405368,0.57707509881422925,0.5806270996185644,0.5806270996185644,0.57707509862582873,0.59225426232078326,0.0,0.07307524144136714,0.8519102812217613,1.447903809070894e-07,5.347263991312095e-08,0.06872743354226131
comm84,918,820,17,826,705,0.53951665578053565,5.2869249394673128,5.0453900709219859,18,25,0.66819326768948928,0.59263424233904971,0.66819326768948706,0.67502500239643282,0.5926342423390496,0.61320637719462756,0.03697091192063133,0.09859110250029525,0.0009153489169573259,8.495498748928298e-10,0.04931363734755048,0.09222403606878074
comm85,35,26,0,34,25,0.57627118644067798,8.5,9.7200000000000006,21,17,0.63667820069204151,0.5679012345679012,0.63667820069203584,0.7012482509501774,0.5679012345679012,0.5679012345679012,0.14682121732645265,0.0,0.0003723452057182719,0.48793913245956944,0.1516601160617111,3.3178005947329536e-09
comm9,127,125,3,124,122,0.50406504065040647,8.0806451612903221,8.0983606557377055,19,22,0.55888223552894223,0.55263157894736847,0.55888223545149385,0.56105030036971171,0.55263157893394954,0.55263157893394954,0.007694849510347763,0.0,0.3442133965285594,0.9344280507993239,1.2979488324728775e-07,6.736827756989001e-09
