school,percent_initially_unlabeled,1_MV_gender_mean_auc_wt,1_MV_gender_se_auc_wt,2_MV_gender_mean_auc_wt,2_MV_gender_se_auc_wt,1_MV_gender_mean_auc_micro,1_MV_gender_se_auc_micro,2_MV_gender_mean_auc_micro,2_MV_gender_se_auc_micro,1_MV_gender_mean_accuracy,1_MV_gender_se_accuracy,2_MV_gender_mean_accuracy,2_MV_gender_se_accuracy
UConn91,0.5,0.58880756488745534,0.0043582178625728206,0.82100202878305462,0.0061308992240008912,0.58880756488745534,0.0043582178625728206,0.82100202878305462,0.0061308992240008912,0.56076626446075384,0.0021080950530478933,0.7509540987685035,0.0094803037391629954
UCF52,0.5,0.54447218418525178,0.0070833024294506943,0.76667886048781075,0.008494657888471209,0.54447218418525178,0.0070833024294506943,0.76667886048781075,0.008494657888471209,0.52959480016595206,0.0079933738770744684,0.68881759092794892,0.013901742736785379
UF21,0.5,0.63661169434379494,0.0050831770533861084,0.78253174303302264,0.0047266210301169058,0.63661169434379494,0.0050831770533861084,0.78253174303302264,0.0047266210301169058,0.5997821746233436,0.004874795761273424,0.65670236582561869,0.0079969806091591076
UC64,0.5,0.50712389899710775,0.0063409977771686724,0.72961615214900311,0.009205369614893353,0.50712389899710775,0.0063409977771686724,0.72961615214900311,0.009205369614893353,0.49740834386852095,0.0059344441082344272,0.6834355246523387,0.011496077100221571
Princeton12,0.5,0.6768164346015606,0.0086785367196057662,0.78148982748617013,0.013481448369701696,0.6768164346015606,0.0086785367196057662,0.78148982748617013,0.013481448369701696,0.61401773533424286,0.0084540570029977089,0.56155525238744874,0.021730387522332924
Oklahoma97,0.5,0.66059541216755702,0.0038767020377278687,0.78778107636881467,0.0096686937684363657,0.66059541216755702,0.0038767020377278687,0.78778107636881467,0.0096686937684363657,0.6163260280719034,0.0038043820398816885,0.58723959615858157,0.010136290101016075
Wesleyan43,0.5,0.57863989952295702,0.0079420018578879245,0.72712427413382552,0.018891731135766286,0.57863989952295702,0.0079420018578879245,0.72712427413382552,0.018891731135766286,0.55826524198617222,0.0098252787075646178,0.65666876178504086,0.019393782792157296
Columbia2,0.5,0.68338506495881479,0.0041909575906912359,0.79322163465218143,0.0073359403478156305,0.68338506495881479,0.0041909575906912359,0.79322163465218143,0.0073359403478156305,0.62822097740003868,0.0037515732781944573,0.70492949584701559,0.0094686530113980358
Howard90,0.5,0.399367774973718,0.00877717586065015,0.89311543053189635,0.010101626313948939,0.399367774973718,0.00877717586065015,0.89311543053189635,0.010101626313948939,0.39958741619391441,0.011744152926242622,0.44953584321815371,0.036813812800890987
Santa74,0.5,0.57761187706991879,0.010066955605736743,0.79895222812402633,0.018946899151345991,0.57761187706991879,0.010066955605736743,0.79895222812402633,0.018946899151345991,0.55738669805768093,0.0059966030026839283,0.71830488522660374,0.022479191165047624
UMass92,0.5,0.50022792209738054,0.0040451060783087047,0.81908176028854629,0.0066105254663001529,0.50022792209738054,0.0040451060783087047,0.81908176028854629,0.0066105254663001529,0.4950838860710105,0.0040709997235285128,0.72027962023670189,0.0093708674127620413
Trinity100,0.5,0.63283879322215419,0.0075377382682055944,0.77943351209498968,0.027708086464764903,0.63283879322215419,0.0075377382682055944,0.77943351209498968,0.027708086464764903,0.60177065767284987,0.0097461881902893288,0.67811129848229323,0.02614293599394189
Tufts18,0.5,0.64893187264066143,0.0067911503985676859,0.76092987316051808,0.01314940884585109,0.64893187264066143,0.0067911503985676859,0.76092987316051808,0.01314940884585109,0.60873691099476446,0.0063620678225695749,0.68842277486910997,0.017182801940701452
Carnegie49,0.5,0.71029166748811323,0.0028714921624617838,0.7922271113238295,0.013934369255853415,0.71029166748811323,0.0028714921624617838,0.7922271113238295,0.013934369255853415,0.61974333662388947,0.0058238195176907835,0.46421191181309651,0.010885487846850578
UGA50,0.5,0.68479116475117885,0.0056106548305810671,0.7831304146929754,0.0071297889967087795,0.68479116475117885,0.0056106548305810671,0.7831304146929754,0.0071297889967087795,0.64404907975460124,0.0049576799529959152,0.70795968448729185,0.0072294571261404027
BU10,0.5,0.59235080199870149,0.0050390678435812139,0.80718298946684686,0.0054814304804748932,0.59235080199870149,0.0050390678435812139,0.80718298946684686,0.0054814304804748932,0.55839519650655012,0.0048830866069064314,0.71771397379912671,0.012777577438344224
Bowdoin47,0.5,0.62233223069612431,0.012842282508397104,0.74056854590483778,0.033920692778371848,0.62233223069612431,0.012842282508397104,0.74056854590483778,0.033920692778371848,0.58956097560975596,0.011973001553937474,0.66897560975609738,0.029828620139339554
Berkeley13,0.5,0.63172537721314981,0.0020239218820336468,0.76606375583934128,0.0070729138439061725,0.63172537721314981,0.0020239218820336468,0.76606375583934128,0.0070729138439061725,0.59548893784120283,0.0031000308297105986,0.68066947610382145,0.012582739156790443
Simmons81,0.5,0.57283457950010352,0.069132970060896012,0.68463396179225422,0.1018846990396355,0.57283457950010352,0.069132970060896012,0.68463396179225422,0.1018846990396355,0.91838755304101838,0.03681887287898454,0.80628005657708623,0.15037588203425797
Oberlin44,0.5,0.58273134389752423,0.01602655701872046,0.72183883920631553,0.018979245225107268,0.58273134389752423,0.01602655701872046,0.72183883920631553,0.018979245225107268,0.55608465608465618,0.013949828004188166,0.64325018896447461,0.030100987199353786
Colgate88,0.5,0.69200137752040403,0.0065156784804270293,0.83639090847420117,0.018920403407300806,0.69200137752040403,0.0065156784804270293,0.83639090847420117,0.018920403407300806,0.63905660377358475,0.0054427049399546996,0.69449056603773573,0.022925735230628453
UVA16,0.5,0.71998229903283661,0.0054781091233408932,0.8100520142997587,0.0067172172009832623,0.71998229903283661,0.0054781091233408932,0.8100520142997587,0.0067172172009832623,0.6627930682976555,0.006073906553114938,0.69318679918450554,0.012625841381247716
Rice31,0.5,0.61087043978808786,0.0077569819055053691,0.72105424115497496,0.01884575240864237,0.61087043978808786,0.0077569819055053691,0.72105424115497496,0.01884575240864237,0.57146596858638754,0.0069861454250147318,0.61529319371727753,0.02927392654126236
Wellesley22,0.5,0.78706210209433392,0.026863717193617909,0.82695912844221098,0.06062852890722166,0.78706210209433392,0.026863717193617909,0.82695912844221098,0.06062852890722166,0.90817843866171,0.02040279293944065,0.96238661710037177,0.013377981334993658
Bucknell39,0.5,0.71638693023605504,0.0099494924182664882,0.83866981753042114,0.014305126674782738,0.71638693023605504,0.0099494924182664882,0.83866981753042114,0.014305126674782738,0.66804238706079189,0.0070890270364464695,0.66779698828778566,0.018068469197225542
Vassar85,0.5,0.54041526762171388,0.015904252938828679,0.73713491558736333,0.025499268051960119,0.54041526762171388,0.015904252938828679,0.73713491558736333,0.025499268051960119,0.51698924731182794,0.016191198396428821,0.59089605734767014,0.041589233170623706
Virginia63,0.5,0.64089028892840205,0.0033382940044775753,0.80938044849154733,0.0059459844336318081,0.64089028892840205,0.0033382940044775753,0.80938044849154733,0.0059459844336318081,0.58120096560048284,0.0044339022005450077,0.52895192114262723,0.0094815162253621219
Stanford3,0.5,0.62511879984477015,0.0074365105169861825,0.73602238788589214,0.010316379770569437,0.62511879984477015,0.0074365105169861825,0.73602238788589214,0.010316379770569437,0.58019088430074028,0.0091239570173958021,0.53764900662251658,0.013219093248512732
Auburn71,0.5,0.65111316845054967,0.0068605322876037992,0.78360661993038905,0.0073915887186169075,0.65111316845054967,0.0068605322876037992,0.78360661993038905,0.0073915887186169075,0.5972308399402505,0.006554714862411451,0.56357233137998397,0.0065152857278537347
Hamilton46,0.5,0.71183686720971762,0.01283487095400921,0.81653915486106143,0.029813538042199991,0.71183686720971762,0.01283487095400921,0.81653915486106143,0.029813538042199991,0.64971804511278186,0.014407928456130321,0.725422932330827,0.0276150707041652
Penn94,0.5,0.5929281312687027,0.002598111490028109,0.79547893850016849,0.0046289689162917549,0.5929281312687027,0.002598111490028109,0.79547893850016849,0.0046289689162917549,0.55713917259878254,0.0019986305243955512,0.64743371505209946,0.010029601984794337
Bingham82,0.5,0.58915109600057214,0.0054628215708174633,0.79322980869221671,0.0091678451066068718,0.58915109600057214,0.0054628215708174633,0.79322980869221671,0.0091678451066068718,0.55761874059746408,0.0049338817458952702,0.68556200300881154,0.01654141934088953
Temple83,0.5,0.49480760717648486,0.0061944612790144921,0.81142599075764754,0.0066795790891111219,0.49480760717648486,0.0061944612790144921,0.81142599075764754,0.0066795790891111219,0.48753536623703236,0.0067001572257552773,0.75473593209682477,0.0080119587510424899
Emory27,0.5,0.6972837434461947,0.0070230239456606893,0.81830587038946045,0.016699025454491097,0.6972837434461947,0.0070230239456606893,0.81830587038946045,0.016699025454491097,0.65166618371486529,0.0040618629603449722,0.7325499855114459,0.020332039548880826
Harvard1,0.5,0.63241899709115812,0.0022442210252030946,0.75390327340550012,0.010643069872819795,0.63241899709115812,0.0022442210252030946,0.75390327340550012,0.010643069872819795,0.58745001537988306,0.0030792047041773179,0.59432943709627806,0.021696224598299015
Swarthmore42,0.5,0.66845966207878404,0.0091113167672430117,0.7544696149049247,0.019790245938526636,0.66845966207878404,0.0091113167672430117,0.7544696149049247,0.019790245938526636,0.62081686429512506,0.0083077116049720557,0.68274044795783939,0.02879805236851489
Wisconsin87,0.5,0.61694792313884028,0.0028356119510825929,0.77973805798880635,0.0071436087068889684,0.61694792313884028,0.0028356119510825929,0.77973805798880635,0.0071436087068889684,0.58433125620879622,0.0027614858863802992,0.72344802673168973,0.0067286605960833199
USC35,0.5,0.66475502963798294,0.0030466312229623796,0.78499404209449652,0.01063725490875328,0.66475502963798294,0.0030466312229623796,0.78499404209449652,0.01063725490875328,0.61578750933067927,0.0022045692100953898,0.60122916148295602,0.012885630225357521
WashU32,0.5,0.67589052513317072,0.0025848480211790831,0.76614814462366709,0.011335547053004144,0.67589052513317072,0.0025848480211790831,0.76614814462366709,0.011335547053004144,0.6263304541655057,0.0070603217789736439,0.6369713011981053,0.016029972992697972
Northwestern25,0.5,0.69799359799800409,0.0029444620171625475,0.80694084832050872,0.0080761182361681148,0.69799359799800409,0.0029444620171625475,0.80694084832050872,0.0080761182361681148,0.6492855663698488,0.003300607229802742,0.64562021122385582,0.015826948114078285
Georgetown15,0.5,0.58032374436539136,0.0057487320546950856,0.7564350016907343,0.018282535479950891,0.58032374436539136,0.0057487320546950856,0.7564350016907343,0.018282535479950891,0.55086268021744267,0.0046616252497636576,0.69495627511226654,0.018039632798622574
JMU79,0.5,0.55428545948593799,0.0044231195059736194,0.83473943124902339,0.0056830364798537165,0.55428545948593799,0.0044231195059736194,0.83473943124902339,0.0056830364798537165,0.53930827067669174,0.0060950319843795743,0.77373383458646605,0.0066231018398229353
Maryland58,0.5,0.64382202427401758,0.0046685316988575431,0.80882007607866091,0.0062310633840892632,0.64382202427401758,0.0046685316988575431,0.80882007607866091,0.0062310633840892632,0.6021803969968117,0.0035511929758317369,0.63876684150982199,0.011516836286899751
Lehigh96,0.5,0.68388420640395242,0.0044177476988941089,0.83797113179510907,0.020137244376805995,0.68388420640395242,0.0044177476988941089,0.83797113179510907,0.020137244376805995,0.60414026193493875,0.0063004146623767575,0.48959019856358255,0.01423674433798326
Duke14,0.5,0.71194276831382575,0.0040819962469610368,0.80307862243542583,0.010530205814938371,0.71194276831382575,0.0040819962469610368,0.80307862243542583,0.010530205814938371,0.65968528368794321,0.004097780591443962,0.63060726950354606,0.019420471546438105
